id,title,year,status,imdb_id,tmdb_id,tmdb_media_type,match_confidence,match_method,fields_filled,fields_expanded,conflict_count,review_note_count,source_count,validation_status,validation_messages
sea-tiger-1952,Sea Tiger,1952,Enriched,tt0045129,673915,movie,High,Exact title/year confirmed by director,film_type; original_title; release_date; runtime_minutes,cast; countries; genres; languages; studios; writers,0,0,2,Valid,
sea-wife-1957,Sea Wife,1957,Enriched,tt0050944,79730,movie,High,Exact title/year confirmed by director,film_type; original_title; release_date; runtime_minutes,cast; countries; genres; languages; studios; writers,0,0,2,Valid,
seagulls-over-sorrento-1954,Seagulls over Sorrento,1954,Enriched,tt0046877,200244,movie,High,Exact title/year confirmed by director,film_type; original_title; release_date; runtime_minutes,cast; countries; genres; languages; studios; writers,0,0,2,Valid,
secrets-of-the-dead-slave-ship-mutiny-2010,Secrets of the Dead: Slave Ship Mutiny,2010,Unmatched,,,,Unmatched,,,,0,1,0,Valid,
seven-waves-away-1957,Seven Waves Away,1957,Enriched,tt0050091,98289,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; studios; writers,0,0,2,Valid,
seven-waves-away-abandon-ship-1957,Seven Waves Away (Abandon Ship!),1957,Unmatched,,,,Unmatched,,,,0,1,0,Valid,
seven-were-saved-1947,Seven Were Saved,1947,Enriched,tt0039816,150063,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; studios; writers,0,0,2,Valid,
ship-of-fools-1965,Ship of Fools,1965,Enriched,tt0059712,30080,movie,High,Exact title/year confirmed by director,film_type; original_title; release_date; runtime_minutes,cast; countries; genres; languages; studios; writers,0,0,2,Valid,
shout-at-the-devil-1976,Shout at the Devil,1976,Review required,tt0075214,39419,movie,High,Exact title/year confirmed by director,film_type; original_title; release_date; runtime_minutes,cast; countries; genres; languages; studios; writers,1,1,2,Valid,
sink-the-bismarck-1960,Sink the Bismarck!,1960,Enriched,tt0054310,18780,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; writers,0,0,2,Valid,
son-of-fury-the-story-of-benjamin-blake-1942,Son of Fury: The Story of Benjamin Blake,1942,Review required,tt0035360,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
souls-at-sea-1937,Souls at Sea,1937,Enriched,tt0029593,43419,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; writers,0,0,2,Valid,
speed-2-cruise-control-1997,Speed 2: Cruise Control,1997,Review required,tt0120179,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
sphere-1998,Sphere,1998,Enriched,tt0120184,10153,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; studios; writers,0,0,2,Valid,
submarine-alert-1943,Submarine Alert,1943,Enriched,tt0036397,80259,movie,High,Exact title/year confirmed by director,film_type; original_title; release_date; runtime_minutes,cast; countries; genres; languages; writers,0,0,2,Valid,
submarine-raider-1942,Submarine Raider,1942,Review required,tt0035391,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
submarine-x-1-1968,Submarine X-1,1968,Review required,tt0063655,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
swiss-family-robinson-1960,Swiss Family Robinson,1960,Review required,tt0054357,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
tamango-1958,Tamango,1958,Review required,tt0051049,121358,movie,High,Exact title/year confirmed by director,film_type; original_title; release_date; runtime_minutes,cast; countries; genres; languages; studios; writers,1,1,2,Valid,
task-force-1949,Task Force,1949,Review required,tt0041948,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
terra-nova-2022,Terra Nova,2022,Review required,tt29919910,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
the-7th-voyage-of-sinbad-1958,The 7th Voyage of Sinbad,1958,Enriched,tt0051337,15515,movie,High,Exact title/year confirmed by director,film_type; original_title; release_date; runtime_minutes,cast; countries; genres; languages; writers,0,0,2,Valid,
the-african-queen-1951,The African Queen,1951,Review required,tt0043265,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
the-arctic-convoy-2023,The Arctic Convoy,2023,Review required,tt27724113,983044,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; studios; writers,1,1,2,Valid,
the-battle-of-the-river-plate-1956,The Battle of the River Plate,1956,Enriched,tt0048990,17591,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; studios; writers,0,0,2,Valid,
the-bedford-incident-1965,The Bedford Incident,1965,Enriched,tt0058962,17744,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; studios; writers,0,0,2,Valid,
the-black-swan-1942,The Black Swan,1942,Enriched,tt0034522,29882,movie,High,Exact title/year confirmed by director,film_type; original_title; release_date; runtime_minutes,cast; countries; genres; languages; writers,0,0,2,Valid,
the-boat-that-rocked-pirate-radio-2009,The Boat That Rocked (Pirate Radio),2009,Unmatched,,,,Unmatched,,,,0,1,0,Valid,
the-bounty-1984,The Bounty,1984,Enriched,tt0086993,2669,movie,High,Exact title/year confirmed by director,film_type; original_title; release_date; runtime_minutes,cast; countries; genres; languages; studios; writers,0,0,2,Valid,
the-burning-sea-2022,The Burning Sea,2022,Enriched,tt12753120,623511,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; studios; writers,0,0,2,Valid,
the-caine-mutiny-1954,The Caine Mutiny,1954,Enriched,tt0046816,10178,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; studios; writers,0,0,2,Valid,
the-cockleshell-heroes-1955,The Cockleshell Heroes,1955,Enriched,tt0049083,65114,movie,High,Exact title/year confirmed by director,film_type; original_title; release_date; runtime_minutes,cast; countries; genres; languages; writers,0,0,2,Valid,
the-cruel-sea-1953,The Cruel Sea,1953,Enriched,tt0045659,16914,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; studios; writers,0,0,2,Valid,
the-decks-ran-red-1958,The Decks Ran Red,1958,Enriched,tt0051524,113144,movie,High,Exact title/year confirmed by director,film_type; original_title; release_date; runtime_minutes,cast; countries; genres; languages; studios; writers,0,0,2,Valid,
the-deep-1977,The Deep,1977,Enriched,tt0075925,20416,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; studios; writers,0,0,2,Valid,
the-deep-six-1958,The Deep Six,1958,Review required,tt0050298,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
the-enemy-below-1957,The Enemy Below,1957,Review required,tt0050356,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
the-eternal-sea-1955,The Eternal Sea,1955,Enriched,tt0048047,259692,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; writers,0,0,2,Valid,
the-finest-hours-2016,The Finest Hours,2016,Review required,tt2025690,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
the-flying-missile-1950,The Flying Missile,1950,Enriched,tt0042468,241266,movie,High,Exact title/year confirmed by director,film_type; original_title; release_date; runtime_minutes,cast; countries; genres; languages; writers,0,0,2,Valid,
the-fortunes-of-captain-blood-1950,The Fortunes of Captain Blood,1950,Unmatched,,,,Unmatched,,,,0,1,0,Valid,
the-frogmen-1951,The Frogmen,1951,Review required,tt0043565,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
the-great-war-of-archimedes-2019,The Great War of Archimedes,2019,Enriched,tt8708802,605389,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; studios; writers,0,0,2,Valid,
the-guardian-2006,The Guardian,2006,Review required,tt0462326,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
the-hunt-for-red-october-1990,The Hunt for Red October,1990,Enriched,tt0099810,1669,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; studios; writers,0,0,2,Valid,
the-icebreaker-2016,The Icebreaker,2016,Review required,tt5317914,393277,movie,High,Exact title/year confirmed by director,film_type; original_title; release_date; runtime_minutes,cast; countries; genres; languages; studios; writers,1,1,2,Valid,
the-key-1958,The Key,1958,Enriched,tt0051816,102081,movie,High,Exact title/year confirmed by director,film_type; original_title; release_date; runtime_minutes,cast; countries; genres; languages; studios; writers,0,0,2,Valid,
the-last-push-2023,The Last Push,2023,Enriched,tt28221985,,,High,Exact title/year confirmed by director,film_type; runtime_minutes,genres; writers,0,0,1,Valid,
the-last-ship-2014,The Last Ship,2014,Review required,tt2402207,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
the-life-aquatic-with-steve-zissou-2004,The Life Aquatic with Steve Zissou,2004,Review required,tt0362270,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
the-long-ships-1964,The Long Ships,1964,Enriched,tt0057259,44736,movie,High,Exact title/year confirmed by director,film_type; original_title; release_date; runtime_minutes,cast; countries; genres; languages; studios; writers,0,0,2,Valid,
the-long-voyage-home-1940,The Long Voyage Home,1940,Enriched,tt0032728,52859,movie,High,Exact title/year confirmed by director,film_type; original_title; release_date; runtime_minutes,cast; countries; genres; languages; studios; writers,0,0,2,Valid,
the-meg-2018,The Meg,2018,Enriched,tt4779682,345940,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; studios; writers,0,0,2,Valid,
the-mercy-2017,The Mercy,2017,Review required,tt3319730,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
moana-2016,Moana,2016,Enriched,tt3521164,277834,movie,High,Exact title/year confirmed by director,original_title; release_date; runtime_minutes,cast; countries; directors; genres; languages; writers,0,0,2,Valid,
moana-2-2024,Moana 2,2024,Enriched,tt13622970,1241982,movie,High,Exact title/year confirmed by director,original_title; release_date; runtime_minutes,cast; countries; directors; genres; languages; writers,0,0,2,Valid,
the-neptune-factor-1973,The Neptune Factor,1973,Review required,tt0070438,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
the-north-water-2021,The North Water,2021,Enriched,tt7660970,86941,tv,High,Exact title/year confirmed by director,film_type; original_title; release_date; runtime_minutes,cast; countries; genres; languages; studios; writers,0,0,2,Valid,
the-old-man-and-the-sea-1958,The Old Man and the Sea,1958,Review required,tt0052027,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
the-perfect-storm-2000,The Perfect Storm,2000,Review required,tt0177971,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
the-pirate-of-the-seven-seas-1953,The Pirate of the Seven Seas,1953,Unmatched,,,,Unmatched,,,,0,1,0,Valid,
the-pirates-of-blood-river-1962,The Pirates of Blood River,1962,Enriched,tt0056350,58733,movie,High,Exact title/year confirmed by director,film_type; original_title; release_date; runtime_minutes,cast; countries; genres; languages; writers,0,0,2,Valid,
the-poseidon-adventure-1972,The Poseidon Adventure,1972,Review required,tt0069113,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
the-poseidon-adventure-2005,The Poseidon Adventure,2005,Review required,tt0419358,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
the-princess-and-the-pirate-1944,The Princess and the Pirate,1944,Enriched,tt0037193,30506,movie,High,Exact title/year confirmed by director,film_type; original_title; release_date; runtime_minutes,cast; countries; directors; genres; languages; studios; writers,0,0,2,Valid,
the-rebels-of-pt-218,The Rebels of PT-218,,Review required,tt13497908,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
the-sand-pebbles-1966,The Sand Pebbles,1966,Review required,tt0060934,5923,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; studios; writers,1,1,2,Valid,
the-savings-of-bill-blewett-1936,The Savings of Bill Blewett,1936,Unmatched,,,,Unmatched,,,,0,1,0,Valid,
the-sea-hornet-1951,The Sea Hornet,1951,Enriched,tt0044010,432386,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; writers,0,0,2,Valid,
the-sea-raiders-of-tortuga-pirates-of-tortuga-1961,The Sea Raiders of Tortuga (Pirates of Tortuga),1961,Unmatched,,,,Unmatched,,,,0,1,0,Valid,
the-sea-shall-not-have-them-1954,The Sea Shall Not Have Them,1954,Enriched,tt0047463,65799,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; writers,0,0,2,Valid,
the-sea-wolf-1941,The Sea Wolf,1941,Enriched,tt0034162,33931,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; studios; writers,0,0,2,Valid,
the-sea-wolf-1993,The Sea Wolf,1993,Review required,tt0108061,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
the-sea-wolf-1997,The Sea Wolf,1997,Review required,tt0120084,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
the-sea-wolf-2009,The Sea Wolf,2009,Review required,tt1182323,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
the-sea-wolves-1980,The Sea Wolves,1980,Review required,tt0081470,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
the-seas-beneath-1931,The Seas Beneath,1931,Enriched,tt0022353,117001,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; writers,0,0,2,Valid,
the-seas-shall-not-have-them-1954,The Seas Shall Not Have Them,1954,Unmatched,,,,Unmatched,,,,0,1,0,Valid,
the-secret-of-the-purple-reef-1960,The Secret of the Purple Reef,1960,Enriched,tt0054283,236144,movie,High,Exact title/year confirmed by director,film_type; original_title; release_date; runtime_minutes,cast; countries; genres; languages; studios; writers,0,0,2,Valid,
the-secret-sharer-2014,The Secret Sharer,2014,Unmatched,,,,Unmatched,,,,0,1,0,Valid,
the-seekers-1954,The Seekers,1954,Review required,tt0047467,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
the-ship-that-died-of-shame-1955,The Ship That Died of Shame,1955,Review required,tt0048611,75795,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; writers,1,1,2,Valid,
the-silent-enemy-1958,The Silent Enemy,1958,Enriched,tt0052197,25387,movie,High,Exact title/year confirmed by director,film_type; original_title; release_date; runtime_minutes,cast; countries; genres; languages; studios; writers,0,0,2,Valid,
the-silent-service-uss-sculpin-story-1957,The Silent Service: USS Sculpin Story,1957,Unmatched,,,,Unmatched,,,,0,1,0,Valid,
the-silent-world-1956,The Silent World,1956,Enriched,tt0049518,60234,movie,High,Exact title/year confirmed by director,original_title; release_date; runtime_minutes,cast; countries; genres; languages; studios; writers,0,0,2,Valid,
the-snail-and-the-whale-2019,The Snail and the Whale,2019,Review required,tt9303756,655424,movie,High,Exact title/year confirmed by director,original_title; runtime_minutes,cast; countries; genres; languages; writers,1,1,2,Valid,
the-spy-in-black-1939,The Spy in Black,1939,Review required,tt0031968,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
the-spy-who-loved-me-1977,The Spy Who Loved Me,1977,Review required,tt0076752,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
the-valiant-1962,The Valiant,1962,Review required,tt0056645,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
the-voyage-of-sinbad-the-golden-voyage-of-sinbad-1973,The Voyage of Sinbad (The Golden Voyage of Sinbad),1973,Unmatched,,,,Unmatched,,,,0,1,0,Valid,
the-wackiest-ship-in-the-army-1960,The Wackiest Ship in the Army,1960,Enriched,tt0054453,43752,movie,High,Exact title/year confirmed by director,film_type; original_title; release_date; runtime_minutes,cast; countries; genres; languages; writers,0,0,2,Valid,
the-wake-of-the-red-witch-1948,The Wake of the Red Witch,1948,Unmatched,,,,Unmatched,,,,0,1,0,Valid,
the-wolf-s-call-2019,The Wolf's Call,2019,Review required,tt7458762,484468,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; studios; writers,1,1,2,Valid,
the-woman-in-cabin-10-2025,The Woman in Cabin 10,2025,Review required,tt7130300,1290879,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; studios; writers,1,1,2,Valid,
the-wreck-of-the-hesperus-1927,The Wreck of the Hesperus,1927,Enriched,tt0018597,289282,movie,High,Exact title/year confirmed by director,film_type; original_title; release_date; runtime_minutes,cast; countries; genres; languages; studios; writers,0,0,2,Valid,
the-wreck-of-the-hesperus-1948,The Wreck of the Hesperus,1948,Enriched,tt0040977,427302,movie,High,Exact title/year confirmed by director,film_type; original_title; release_date; runtime_minutes,cast; countries; genres; languages; writers,0,0,2,Valid,
the-wreck-of-the-mary-deare-1959,The Wreck of the Mary Deare,1959,Review required,tt0053455,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
they-were-expendable-1945,They Were Expendable,1945,Enriched,tt0038160,18771,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; directors; genres; languages; studios; writers,0,0,2,Valid,
torpedo-alley-1952,Torpedo Alley,1952,Enriched,tt0046450,240650,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; studios; writers,0,0,2,Valid,
torpedo-run-1958,Torpedo Run,1958,Enriched,tt0052303,69977,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; studios; writers,0,0,2,Valid,
torpedo-u-235-2020,Torpedo U-235,2020,Enriched,tt8829128,554022,movie,High,Exact TMDB title/year,film_type; original_title; release_date; runtime_minutes,cast; countries; genres; languages; studios; writers,0,0,2,Valid,
torpedo-zone-1954,Torpedo Zone,1954,Review required,tt0047048,269318,movie,High,Exact title/year confirmed by director,film_type; original_title; release_date; runtime_minutes,cast; countries; genres; languages; studios; writers,1,1,2,Valid,
trawler-boy-1956,Trawler Boy,1956,Unmatched,,,,Unmatched,,,,0,1,0,Valid,
treasure-island-1950,Treasure Island,1950,Enriched,tt0043067,6646,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; writers,0,0,2,Valid,
treasure-planet-2002,Treasure Planet,2002,Review required,tt0133240,9016,movie,High,Exact title/year confirmed by director,original_title; runtime_minutes,cast; countries; genres; languages; writers,1,1,2,Valid,
true-spirit-2023,True Spirit,2023,Enriched,tt2353868,739986,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; studios; writers,0,0,2,Valid,
two-years-before-the-mast-1946,Two Years Before the Mast,1946,Enriched,tt0039056,264720,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; writers,0,0,2,Valid,
two-man-submarine-1944,Two-Man Submarine,1944,Enriched,tt0037409,262924,movie,High,Exact title/year confirmed by director,film_type; original_title; release_date; runtime_minutes,cast; countries; genres; languages; writers,0,0,2,Valid,
tyrant-of-the-sea-1950,Tyrant of the Sea,1950,Enriched,tt0043083,524243,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; genres; languages; writers,0,0,2,Valid,
u-571-2000,U-571,2000,Review required,tt0141926,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
u-67-1932,U-67,1932,Review required,tt0022352,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
u-boat-prisoner-1944,U-boat Prisoner,1944,Review required,tt0037411,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
under-siege-1992,Under Siege,1992,Review required,tt0105690,8845,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; studios; writers,1,1,2,Valid,
uss-indianapolis-men-of-courage-2016,USS Indianapolis: Men of Courage,2016,Review required,tt2032572,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
uss-seaviper-2012,USS Seaviper,2012,Review required,tt1274596,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
vanishing-voyage-1953,Vanishing Voyage,1953,Review required,tt0045669,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
voyage-of-the-damned-1976,Voyage of the Damned,1976,Enriched,tt0075406,75641,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; studios; writers,0,0,2,Valid,
voyage-to-the-bottom-of-the-sea-1961,Voyage to the Bottom of the Sea,1961,Review required,tt0055608,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
war-sailor-2022,War Sailor,2022,Enriched,tt17633184,924154,movie,High,Exact title/year confirmed by director,original_title; runtime_minutes,cast; countries; genres; languages; studios; writers,0,0,2,Valid,
warship-1973,Warship,1973,Review required,tt0139806,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
waterworld-1995,Waterworld,1995,Enriched,tt0114898,9804,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; studios; writers,0,0,2,Valid,
we-dive-at-dawn-1943,We Dive at Dawn,1943,Enriched,tt0036516,43519,movie,High,Exact title/year confirmed by director,film_type; original_title; release_date; runtime_minutes,cast; countries; genres; languages; writers,0,0,2,Valid,
western-approaches-1944,Western Approaches,1944,Review required,tt0037455,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
what-lurks-beneath-2024,What Lurks Beneath,2024,Review required,tt32307249,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
what-waits-below-1984,What Waits Below,1984,Enriched,tt0088392,28867,movie,High,Exact title/year confirmed by director,film_type; original_title; release_date; runtime_minutes,cast; countries; genres; languages; studios; writers,0,0,2,Valid,
when-eight-bells-toll-1971,When Eight Bells Toll,1971,Enriched,tt0067976,38654,movie,High,Exact title/year confirmed by director,film_type; original_title; release_date; runtime_minutes,cast; countries; genres; languages; studios; writers,0,0,2,Valid,
wind-1992,Wind,1992,Review required,tt4807718,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
wing-and-a-prayer-1944,Wing and a Prayer,1944,Enriched,tt0037466,69847,movie,High,Exact title/year confirmed by director,film_type; original_title; release_date; runtime_minutes,cast; countries; genres; languages; writers,0,0,2,Valid,
yakamoz-s-245-2022,Yakamoz S-245,2022,Review required,tt13317454,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
yangtze-incident-the-story-of-hms-amethyst-1957,Yangtze Incident: The Story of HMS Amethyst,1957,Unmatched,,,,Unmatched,,,,0,1,0,Valid,
youre-in-the-navy-now-1951,You’re in the Navy Now,1951,Review required,tt0044224,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
sons-of-the-sea-1939,Sons of the Sea,1939,Enriched,tt0031954,180793,movie,High,Exact title/year confirmed by director,original_title; runtime_minutes,cast; countries; genres; languages; writers,0,0,2,Valid,
ebb-tide-1937-2,Ebb Tide,1937,Enriched,tt0028817,245229,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; genres; languages; writers,0,0,2,Valid,
swept-away-1974,Swept Away,1974,Review required,tt0073817,37916,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; studios; writers,1,1,2,Valid,
the-black-swan-1942-2,The Black Swan,1942,Enriched,tt0034522,29882,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; studios; writers,0,0,2,Valid,
city-beneath-the-sea-1953,City Beneath the Sea,1953,Enriched,tt0045630,49327,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; writers,0,0,2,Valid,
mystery-sea-raider-1940,Mystery Sea Raider,1940,Review required,tt0032834,230442,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; writers,1,1,2,Valid,
convoy-1940,Convoy,1940,Review required,tt0032359,130989,movie,High,Exact title/year confirmed by director,film_type; original_title; release_date; runtime_minutes,cast; countries; genres; languages; writers,1,1,2,Valid,
we-dive-at-dawn-1943-2,We Dive at Dawn,1943,Enriched,tt0036516,43519,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; writers,0,0,2,Valid,
the-mutiny-of-the-elsinore-1937,The Mutiny of the Elsinore,1937,Review required,tt0029280,298878,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; writers,1,1,2,Valid,
a-night-to-remember-1958,A Night to Remember,1958,Enriched,tt0051994,10971,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; writers,0,0,2,Valid,
onionhead-1958,Onionhead,1958,Enriched,tt0052030,118444,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; writers,0,0,2,Valid,
the-gallant-hours-1960,The Gallant Hours,1960,Enriched,tt0053849,99345,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; writers,0,0,2,Valid,
submarine-seahawk-1958,Submarine Seahawk,1958,Enriched,tt0052256,80260,movie,High,Exact title/year confirmed by director,film_type; original_title; release_date; runtime_minutes,cast; countries; genres; languages; writers,0,0,2,Valid,
attack-on-the-iron-coast-1968,Attack on the Iron Coast,1968,Enriched,tt0062688,124227,movie,High,Exact title/year confirmed by director,film_type; original_title; release_date; runtime_minutes,cast; countries; genres; languages; studios; writers,0,0,2,Valid,
the-sea-chase-1955,The Sea Chase,1955,Enriched,tt0048593,40578,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; writers,0,0,2,Valid,
the-sea-spoilers-1936,The Sea Spoilers,1936,Enriched,tt0028227,251908,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; writers,0,0,2,Valid,
blood-alley-1955,Blood Alley,1955,Enriched,tt0047889,29377,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; directors; genres; languages; writers,0,0,2,Valid,
passage-to-marseille-1944,Passage to Marseille,1944,Enriched,tt0037166,18229,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; writers,0,0,2,Valid,
destination-tokyo-1943,Destination Tokyo,1943,Enriched,tt0035799,22871,movie,High,Exact title/year confirmed by director,film_type; original_title; runtime_minutes,cast; countries; genres; languages; writers,0,0,2,Valid,
the-hurricane-1937,The Hurricane,1937,Review required,tt0029030,,,Medium,IMDb candidate requires review,,,0,1,1,Valid,
sons-of-the-sea-1925,Sons of the Sea,1925,Enriched,tt0280119,840122,movie,High,Exact title/year confirmed by director,original_title; release_date; runtime_minutes,cast; genres; writers,0,0,2,Valid,
sons-of-the-sea-1939-2,Sons of the Sea,1939,Enriched,tt0031954,180793,movie,High,Exact title/year confirmed by director,original_title; runtime_minutes,cast; countries; genres; languages; writers,0,0,2,Valid,
atlantic-ferry-1941,Atlantic Ferry,1941,Review required,tt0033358,99881,movie,High,Exact title/year confirmed by director,film_type; original_title; release_date; runtime_minutes,cast; countries; genres; languages; studios; writers,1,1,2,Valid,
